캠퍼스,부서,이름,전화번호
1,복지시설.기타.FAX,이동통신,010-6874-3874
1,복지시설.기타.FAX,플라잉볼피자,010-9447-5764
1,복지시설.기타.FAX,모닝글로리,02-2282-0543
1,복지시설.기타.FAX,위드미편의점,070-4211-8901
1,복지시설.기타.FAX,빈스피자,010-6229-1281
1,복지시설.기타.FAX,띠아모카페,070-7760-3173 
1,복지시설.기타.FAX,공씨네김밥,070-8829-8901
1,복지시설.기타.FAX,크라제버거,070-4211-8901
1,복지시설.기타.FAX,백남학술정보관,02-2220-1437
1,복지시설.기타.FAX,애지문(지하철),02-2220-1456
1,복지시설.기타.FAX,정보통신관(IT/BT),02-2220-1544
1,복지시설.기타.FAX,신소재공학관,02-2220-1550
1,복지시설.기타.FAX,신후문,02-2220-1558
1,복지시설.기타.FAX,퓨전테크센터,02-2220-1560
1,복지시설.기타.FAX,HIT,02-2220-1568
1,복지시설.기타.FAX,수위장,02-2220-1570
1,복지시설.기타.FAX,역사관,02-2220-1571
1,복지시설.기타.FAX,정문,02-2220-1572
1,복지시설.기타.FAX,과학기술관,02-2220-1573
1,복지시설.기타.FAX,생활과학관,02-2220-1574
1,복지시설.기타.FAX,사회과학관,02-2220-1575
1,복지시설.기타.FAX,제1공학관,02-2220-1576
1,복지시설.기타.FAX,제2공학관,02-2220-1577
1,복지시설.기타.FAX,인문관,02-2220-1578
1,복지시설.기타.FAX,의대본관,02-2220-1579
1,복지시설.기타.FAX,제1의학관,02-2220-1580
1,복지시설.기타.FAX,공업센터본관,02-2220-1581
1,복지시설.기타.FAX,대학원,02-2220-1582
1,복지시설.기타.FAX,사범대학본관,02-2220-1583
1,복지시설.기타.FAX,경제금융관,02-2220-1584
1,복지시설.기타.FAX,자연과학관(구관),02-2220-1585
1,복지시설.기타.FAX,학생회관,02-2220-1586
1,복지시설.기타.FAX,백남음악관,02-2220-1587
1,복지시설.기타.FAX,박물관,02-2220-1588
1,복지시설.기타.FAX,제1학생생활관,02-2220-1589
1,복지시설.기타.FAX,제2/3법학관,02-2220-1590
1,복지시설.기타.FAX,올림픽체육관,02-2220-1592
1,복지시설.기타.FAX,학생복지관,02-2220-1593
1,복지시설.기타.FAX,신관수위실(병원),02-2220-1594
1,복지시설.기타.FAX,제1법학관,02-2220-1595
1,복지시설.기타.FAX,제1/2음악관,02-2220-1596
1,복지시설.기타.FAX,신본관,02-2220-1597
1,복지시설.기타.FAX,산학기술관,02-2220-1598
1,복지시설.기타.FAX,경영관,02-2220-1817
1,복지시설.기타.FAX,제2의학관,02-2220-1829
1,복지시설.기타.FAX,재성토목관,02-2220-1953
1,복지시설.기타.FAX,HIT 수위실,02-2220-1569
1,복지시설.기타.FAX,공업센터별관수위실,02-2220-1893
1,복지시설.기타.FAX,동문회관사무실,02-2220-1891
1,복지시설.기타.FAX,동문회관사무실,02-2220-1892
1,복지시설.기타.FAX,한양여대학장,02-2220-1605
1,복지시설.기타.FAX,한양여대시설과,02-2220-1606
1,복지시설.기타.FAX,한양여대총무과,02-2220-1607
1,복지시설.기타.FAX,한양초등학교,02-2220-1608
1,복지시설.기타.FAX,우체국,02-2220-1609
1,복지시설.기타.FAX,클린캠퍼스 운영팀,02-2220-2757
1,복지시설.기타.FAX,클린캠퍼스,02-2220-2756
1,복지시설.기타.FAX,클린캠퍼스,02-2220-2758
1,복지시설.기타.FAX,법인사무국,02-2297-0391
1,복지시설.기타.FAX,총장실,02-2294-2442
1,복지시설.기타.FAX,경영부총장,02-2220-0042
1,복지시설.기타.FAX,경영감사팀,02-2220-2076
1,복지시설.기타.FAX,교무팀,02-2299-5031
1,복지시설.기타.FAX,학사팀(학적계),02-2220-0069
1,복지시설.기타.FAX,학사팀(수업계),02-2220-1771
1,복지시설.기타.FAX,교수학습개발센터,02-2220-1818
1,복지시설.기타.FAX,기초·융합교육원,02-2220-2276
1,복지시설.기타.FAX,리더십센터,02-2220-2746
1,복지시설.기타.FAX,서울권역e-러닝지원센터,02-2220-0530
1,복지시설.기타.FAX,입학총괄팀,02-2220-0717
1,복지시설.기타.FAX,입학원영지원팀,02-2220-1909
1,복지시설.기타.FAX,연구진흥팀,02-2220-0548
1,복지시설.기타.FAX,산학협력팀(기술이전/창업),02-2220-1343
1,복지시설.기타.FAX,연구지원팀,02-2220-0596
1,복지시설.기타.FAX,공동기기원,02-2220-1347
1,복지시설.기타.FAX,의학연구지원센터,02-2220-1850
1,복지시설.기타.FAX,학생지원팀(병무지원),02-2220-1748
1,복지시설.기타.FAX,언론행정팀(저널),02-2220-1652
1,복지시설.기타.FAX,양성평등센터,02-2220-1591
1,복지시설.기타.FAX,언론행정팀(방송국),02-2220-1757
1,복지시설.기타.FAX,총무.인사팀,02-2292-1285
1,복지시설.기타.FAX,경인쇄실,02-2220-1245
1,복지시설.기타.FAX,관재팀,02-2220-0139
1,복지시설.기타.FAX,시설팀,02-2220-1888
1,복지시설.기타.FAX,설계팀,02-2220-0399
1,복지시설.기타.FAX,영선반,02-2220-1642
1,복지시설.기타.FAX,중앙보일러실,02-2220-1643
1,복지시설.기타.FAX,전기실,02-2220-1845
1,복지시설.기타.FAX,검수관리팀,02-2220-1653
1,복지시설.기타.FAX,대외협력팀,02-2220-1649
1,복지시설.기타.FAX,디자인경영센터,02-2220-1753
1,복지시설.기타.FAX,정보통신처,02-2281-3131
1,복지시설.기타.FAX,정보인프라팀,02-2220-1766
1,복지시설.기타.FAX,교육선진화팀,02-2220-2064
1,복지시설.기타.FAX,일반대학원,02-2296-7834
1,복지시설.기타.FAX,도시대학원,02-2220-1214
1,복지시설.기타.FAX,공학대학원,02-2291-5718
1,복지시설.기타.FAX,국제학대학원,02-2220-0289
1,복지시설.기타.FAX,경영전문대학원,02-2220-0249
1,복지시설.기타.FAX,경영전문대학원최고경영자과정,02-2220-1870
1,복지시설.기타.FAX,의과대학.의학전문대학원,02-2220-0699
1,복지시설.기타.FAX,국제관광대학원,02-2220-0829
1,복지시설.기타.FAX,언론정보대학원,02-2220-1389
1,복지시설.기타.FAX,법학전문대학원,02-2220-2784
1,복지시설.기타.FAX,임상간호정보대학원,02-2220-1163
1,복지시설.기타.FAX,국제인증센터/국제교류부,02-2220-1166
1,복지시설.기타.FAX,공과대학경영지원팀,02-2220-0299
1,복지시설.기타.FAX,제1공학관 교강사휴게실,02-2220-1246
1,복지시설.기타.FAX,제2공학관교강사휴게실,02-2220-1265
1,복지시설.기타.FAX,공과대학 행정팀,02-2220-3119
1,복지시설.기타.FAX,공과대학 소프트웨어 행정팀,02-2220-3129
1,복지시설.기타.FAX,인문과학대학,02-2296-8557
1,복지시설.기타.FAX,사회과학대학,02-2281-4554
1,복지시설.기타.FAX,자연과학대학,02-2298-0319
1,복지시설.기타.FAX,정책과학대학,02-2220-2763
1,복지시설.기타.FAX,경제금융대학,02-2296-9587
1,복지시설.기타.FAX,경영대학,02-2220-1169
1,복지시설.기타.FAX,경영대학 취업지원센터,02-2220-1039
1,복지시설.기타.FAX,사범대학,02-2291-4447
1,복지시설.기타.FAX,생활과학대학,02-2220-1856
1,복지시설.기타.FAX,체육대학,02-2220-1337
1,복지시설.기타.FAX,국제학부,02-2220-0282
1,복지시설.기타.FAX,백남학술정보관 학술기획운영팀,02-2293-3638
1,복지시설.기타.FAX,백남학술정보관 연속간행물실,02-2220-1869
1,복지시설.기타.FAX,백남학술정보관 정보교류실,02-2220-1398
1,복지시설.기타.FAX,의학학술정보관,02-2220-2470
1,복지시설.기타.FAX,구리분실,031-560-2768
1,복지시설.기타.FAX,음악자료실,02-2281-9490
1,복지시설.기타.FAX,법학자료실,02-2220-1840
1,복지시설.기타.FAX,의대 도서관,02-2220-0599
1,복지시설.기타.FAX,총학생회,02-2220-0102
1,복지시설.기타.FAX,교수평의원회,02-2220-0598
1,복지시설.기타.FAX,어린이복지센터,02-2220-0714
1,복지시설.기타.FAX,한양상담센터,02-2220-1267
1,복지시설.기타.FAX,출판부,02-2220-1435
1,복지시설.기타.FAX,출판부(서고),02-2220-2749
1,복지시설.기타.FAX,체육부실,02-2220-1464
1,복지시설.기타.FAX,학생군사교육단,02-2220-1532
1,복지시설.기타.FAX,노동조합,02-2220-1602
1,복지시설.기타.FAX,교목실,02-2220-1613
1,복지시설.기타.FAX,국제어학원,02-2220-1664
1,복지시설.기타.FAX,사회봉사단,02-2220-1745
1,복지시설.기타.FAX,박물관,02-2220-1836
1,복지시설.기타.FAX,대학기록실,02-2220-2109
1,복지시설.기타.FAX,주차관리실,02-2220-1875
1,복지시설.기타.FAX,대학평의원회,02-2220-1948
1,복지시설.기타.FAX,국제교류위원장실,02-2220-0212
1,복지시설.기타.FAX,신뢰성분석연구센터,02-2220-0218
1,복지시설.기타.FAX,의학연구지원센터/의과학연구소,02-2220-0669
1,복지시설.기타.FAX,호스피탈리티아카데미,02-2220-2823
1,복지시설.기타.FAX,장애학생지원센터,02-2220-2853
1,복지시설.기타.FAX,글로벌기업가센터,02-2220-2869
2,ERICA,사회봉사팀,031-400-4341
2,ERICA,학점봉사,031-400-4342
2,ERICA,희망한대,031-400-4343
2,ERICA,한양인재개발원,031-400-4300
2,ERICA,커리어개발센터,031-400-4314
2,ERICA,취업/진로/교과목,031-400-4322
2,ERICA,취업통계/취업설명회/추천채용,031-400-4316
2,ERICA,취업교육/교과목,031-400-4315
2,ERICA,취업동아리/기자단,031-400-4317
2,ERICA,취업진로/컨설턴트,031-400-4320
2,ERICA,교과목운영/관리,031-400-4321
2,ERICA,한양행복드림상담센터,031-400-4311
2,ERICA,Residential College 센터,031-400-4385
2,ERICA,소프트웨어융합원,031-400-5236
2,ERICA,소프트웨어교육센터,031-400-4881
2,ERICA,조기취업형계약학과 사업단,031-400-4001
2,ERICA,조기취업형계약학과 사업팀,031-400-5111
2,ERICA,교무팀-전임교원초빙/정원,031-400-4204
2,ERICA,교무팀-전임교원인사,031-400-4205
2,ERICA,교무팀-비전임교원교직,031-400-4206
2,ERICA,교무팀-증명발급,031-400-4207
2,ERICA,교무팀-전문연구원,031-400-4208
2,ERICA,학사팀-수업수강신청/교육과정,031-400-4214
2,ERICA,학사팀-졸업학적,031-400-4215
2,ERICA,학사팀-증명발급/학력조회/학점교류,031-400-4216
2,ERICA,학사팀-강사료/계절학기/강의평가,031-400-4217
2,ERICA,학사팀-성적/전공제도,031-400-4218
2,ERICA,창의융합교육팀-교무/예산/기획,031-400-5763
2,ERICA,창의융합교육팀-영어교과목/교양선택,031-400-5766
2,ERICA,창의융합교육팀-국어교과목/경기꿈의대학/강의실대여,031-400-5767
2,ERICA,창의융합교육팀-교육과정(전문연구원),031-400-5769
2,ERICA,창의융합교육팀-영어교육(전문연구원),031-400-5902
2,ERICA,IC PBL 센터-IC PBL 교육연구 총괄,031-400-4891
2,ERICA,IC PBL 센터-교육연구/성과관리/IC PBL과 비전설계,031-400-4897
2,ERICA,IC PBL 센터-IC PBL 교육연구/개발,031-400-4896
2,ERICA,IC PBL 센터-IC PBL 교육연구/운영,031-400-4895
2,ERICA,IC PBL 센터-IC PBL 자료개발/홍보,031-400-4894
2,ERICA,IC PBL 센터-IC PBL 교육과정기획/운영,031-400-4892
2,ERICA,학습지원센터-교수법/연구개발,031-400-4283
2,ERICA,학습지원센터-미디어,031-400-4284
2,ERICA,학습지원센터-LMS(학습관리시스템),031-400-4285
2,ERICA,학습지원센터-스마트강좌/K-MOOC,031-400-4286
2,ERICA,학습지원센터-학습법/연구개발,031-400-4289
2,ERICA,학습지원센터-학습법,031-400-4287
2,ERICA,학습지원센터-미디어/영상제작,031-400-4288
2,ERICA,교육성과관리센터,031-400-4194
2,ERICA,입학팀,031-400-4194
2,ERICA,교내지원사업,031-400-4953
2,ERICA,산학협력단 예결산/간접비관리,031-400-4954
2,ERICA,연구비 감사/교내연구결과물/부가세,031-400-4955
2,ERICA,산학협력단 연구원인사/세금관련,031-400-4946
2,ERICA,창업지원팀,031-400-4975
2,ERICA,강소특구지원단,031-400-4956
2,ERICA,연구지원팀-환경부/IITP 협약/정산,031-400-4963
2,ERICA,연구지원팀-정통부/지자체/기타정부부처 정산,031-400-4964
2,ERICA,연구지원팀-해수부/산업체협약,031-400-4965
2,ERICA,연구지원팀-산업통상자원부/문체부/국방부,031-400-4966
2,ERICA,연구지원팀-과기정통부 협약/정산,031-400-4967
2,ERICA,연구지원팀-교욕부/과기부 산하 협약/정산,031-400-4968
2,ERICA,연구지원팀-국토부 협약/정산,031-400-4969
2,ERICA,연구지원팀-보건복지부 협약/정산,031-400-4970
2,ERICA,연구지원팀-BK21+ 협약/정산,031-400-4972
2,ERICA,ERICA 기업협력센터-국책과제 수주 및 연구역량강화 등,031-400-4987
2,ERICA,ERICA 기업협력센터-산학/연구기획/기업연계,031-400-4947
2,ERICA,ERICA 기업협력센터-산학/연구홍보/해외과제 관리,031-400-4949
2,ERICA,ERICA 기업협력센터-중소기업산학협력센터,031-400-5835
2,ERICA,학생회/축제/상담,031-400-4304
2,ERICA,동아리/보험/졸업앨범,031-400-4305
2,ERICA,장소대여/학생증재발급,031-400-4307
2,ERICA,병무/예비군,031-400-4309
2,ERICA,예비군연대본부,031-400-4398
2,ERICA,국가장학/교내장학,031-400-4308
2,ERICA,교외장학/국가교육근로,031-400-4309
2,ERICA,국가우수장학/학자금대출,031-400-4312
2,ERICA,인권센터,031-400-4311
2,ERICA,한양보건센터,031-400-4366
2,ERICA,여학생회복실,031-400-4361
2,ERICA,서버/보안/.소프트웨어,031-400-4484
2,ERICA,인터넷 IP주소,031-400-4485
2,ERICA,유선 네트워크,031-400-4494
2,ERICA,무선 네트워크,031-400-5009
2,ERICA,구내전화통신,031-400-5009
2,ERICA,총무인사팀-인사/행정/복지/직인,031-400-4404
2,ERICA,총무인사팀-문서/경조사/소모품/차량,031-400-4406
2,ERICA,총무인사팀-차량,031-400-4411
2,ERICA,총무인사팀-경인쇄,031-400-4209
2,ERICA,총무인사팀-장학복지회,031-400-4234
2,ERICA,총무인사팀-검수,031-400-4477
2,ERICA,총무인사팀-우편물실,031-400-4545
2,ERICA,관재팀-대관/주차/방역,031-400-4414
2,ERICA,관재팀-대관업무/공간관리,031-400-4415
2,ERICA,관재팀-실별출입/행정,031-400-4416
2,ERICA,관재팀-조경/청소/행사지원,031-400-4418
2,ERICA,관재팀-방사선/폐기물/공간/교지교사,031-400-4186
2,ERICA,관재팀-연구실안전/재산연구자상해보험,031-400-4187
2,ERICA,관재팀-통합보안/소방,031-400-4188
2,ERICA,관재팀-화학물질/연구실안전:,031-400-4189
2,ERICA,관재팀-물품,031-400-4457
2,ERICA,관재팀-청소,031-400-4419
2,ERICA,관재팀-행사,031-400-4553
2,ERICA,관재팀-A/S,031-400-4459
2,ERICA,관재팀-삼성전자,031-400-4461
2,ERICA,관재팀-강연대(다온SD),031-400-4470
2,ERICA,시설팀-전기,031-400-4441
2,ERICA,시설팀-전기2,031-400-4442
2,ERICA,시설팀-설비,031-400-4443
2,ERICA,시설팀-건축,031-400-4444
2,ERICA,시설팀-행정,031-400-4445
2,ERICA,시설팀-영선,031-400-4447
2,ERICA,시설팀-폐수처리,031-400-4450
2,ERICA,기획예산팀-기획/회의/게스트하우스/민자사업,031-400-4456
2,ERICA,기획예산팀-평가/공사/통계,031-400-4455
2,ERICA,기획예산팀-예산,031-400-4454
2,ERICA,기획예산팀-대학혁신지원/사업예산,031-400-4903
2,ERICA,기획예산팀-대학혁신지언/사업계획,031-400-4906
2,ERICA,대외협력팀-대외협력,031-400-4474
2,ERICA,대외협력팀-발전기금/동문관리,031-400-4475
2,ERICA,대외협력팀-홍보,031-400-4476
2,ERICA,대외협력팀-행사촬영/사진관리,031-400-4478
2,ERICA,국제팀-초청교환학생/썸머스쿨총괄운영/예산,031-400-4912
2,ERICA,국제팀-해외홍보/통계/내방객의전/국제역량고도,031-400-4913
2,ERICA,국제팀-외국인 유학생 입학 및 관리,031-400-4914
2,ERICA,국제팀-외국인 유학생 입학 및 관리2,031-400-4920
2,ERICA,국제팀-학생파견프로그램(교환/자비/계절)/유학,031-400-4915
2,ERICA,국제팀-유학생입시지원/중국복수학위/유학생보험,031-400-4916
2,ERICA,국제팀-외국인학생상담/멘토링/비자/유학생자퇴,031-400-4917
2,ERICA,국제팀-유학생행사/유학생장학/기숙사/공간대여,031-400-4918
2,ERICA,국제팀-외국인유학생입학(학부),031-400-4919
2,ERICA,LINC+사업팀-사업관리 및 기획,031-400-4653
2,ERICA,LINC+사업팀-사업운영,031-400-4647
2,ERICA,LINC+사업팀-취창업/공동장비,031-400-4653
2,ERICA,LINC+사업팀-특화/ICCRCC/기업자문,031-400-4652
2,ERICA,LINC+사업팀-캡스톤/기술개발과제,031-400-4644
2,ERICA,LINC+사업팀-EP기업/사업홍보,031-400-4646
2,ERICA,LINC+사업팀-협의회/재직자교육,031-400-4654
2,ERICA,LINC+사업팀-공동장비(5공학관),031-400-4645
2,ERICA,LINC+사업팀-창의공작공간,031-400-4656
2,ERICA,학연산클러스터팀-현장실습,031-400-4393
2,ERICA,학연산클러스터팀-교육관리,031-400-4396
2,ERICA,정보인프라팀-서버/보안/소프트웨어,031-400-4484
2,ERICA,정보인프라팀-인터넷 IP주소,031-400-4485
2,ERICA,정보인프라팀-유선 네트워크,031-400-4494
2,ERICA,정보인프라팀-무선 네트워크,031-400-4488
2,ERICA,정보인프라팀-구내전화통신,031-400-5009
2,ERICA,융합산업대학원-총무/예산/통계/학생/신입학,031-400-5102
2,ERICA,융합산업대학원-수업/학점/장학/논문/자격시험,031-400-5103
2,ERICA,융합산업대학원-최고경영자과정,031-400-5104
2,ERICA,공학대학-교무/기획/행사총괄,031-400-5112
2,ERICA,공학대학-교무/연구,031-400-5113
2,ERICA,공학대학-수업총괄(기계),031-400-5115
2,ERICA,공학대학-수업(전자/생나),031-400-5115
2,ERICA,공학대학-수업(건축/건설/교통),031-400-5117
2,ERICA,공학대학-수업(재료/로봇/산경/국방),031-400-5120
2,ERICA,공학대학-총무/학적,031-400-5119
2,ERICA,공학대학-장학/졸업,031-400-5123
2,ERICA,공학대학-대학원,031-400-5116
2,ERICA,공학대학-예산,031-400-5121
2,ERICA,공학대학-시설/관재,031-400-5118
2,ERICA,공학대학-국제/취업/해군,031-400-5122
2,ERICA,공학대학-강의실대여/우편,031-400-5126
2,ERICA,공학대학-근로학생,031-400-5098
2,ERICA,공학대학-해동학술정보실/PC실,031-400-4019
2,ERICA,공학대학-학과사무실(1공 329호),031-400-5210
2,ERICA,소프트융합대학-경영/총무/교무/장학/입학,031-400-1003
2,ERICA,소프트융합대학-수업(SW학부)/국제회/학생/취업/시설관재,031-400-1004
2,ERICA,소프트융합대학-수업(ICT융합학부)/학적/대학원/대외협력,031-400-1005
2,ERICA,소프트융합대학-SW중심대학사업단 행정팀,031-400-1084
2,ERICA,약학대학-총무/교무/예산/연구/학사/행사,031-400-5793
2,ERICA,약학대학-시설관재/장학/학생/대학원,031-400-5794
2,ERICA,약학대학-약초원,031-400-5798
2,ERICA,과학기술융합대학-수업/성적/장학,031-400-5453
2,ERICA,과학기술융합대학-대학원/시설/관재/기자재,031-400-5454
2,ERICA,과학기술융합대학-교무/연구/예산/총무,031-400-5455
2,ERICA,과학기술융합대학-학적/졸업/학생,031-400-5456
2,ERICA,국제문학대학-교무/예산/연구/총무,031-400-5305
2,ERICA,국제문학대학-장학/학적(휴.복학)/입학,031-400-5303
2,ERICA,국제문학대학-대학원/시설자산/학생,031-400-5306
2,ERICA,국제문학대학-졸업/취업/학과행사/수업/공결,031-400-5310
2,ERICA,국제문학대학-국제화/다중전공/교직/학부수업/공결,031-400-5330
2,ERICA,언론정보대학-교무/예산/입학,031-400-5393
2,ERICA,언론정보대학-총무/장학/학생/국제화,031-400-5394
2,ERICA,언론정보대학-학사/수업/대학원,031-400-5395
2,ERICA,경상대학-학생/취업/공간/시설,031-400-5599
2,ERICA,경상대학-교무/장학,031-400-5593
2,ERICA,경상대학-학적/예산,031-400-5610
2,ERICA,경상대학-수업/국제화,031-400-5620
2,ERICA,경상대학-대학원,031-400-5600
2,ERICA,경상대학-회계세무학과/고시반/근로장학,031-400-5621
2,ERICA,디자인대학-교무/연구/예산/입학,031-400-5683
2,ERICA,디자인대학-학적/장학/학생/교직/업적평가,031-400-5684
2,ERICA,디자인대학-총무/시설/취업/대학원,031-400-5685
2,ERICA,디자인대학-수업/성적/교육과정/국제화,031-400-5686
2,ERICA,디자인대학-수업기자재/강의실대여,031-400-5688
2,ERICA,예체능대학-교무/예산/연구/입학,031-400-5723
2,ERICA,예체능대학-학적/장학/학생/대학원,031-400-5724
2,ERICA,예체능대학-수업/성적/교직/국제화,031-400-5725
2,ERICA,예체능대학-체육관 기자재실,031-400-4165
2,ERICA,예체능대학-실용음악관 기자재실,031-400-4174
2,ERICA,예체능대학-골프장,031-400-4167
2,ERICA,예체능대학-테니스장,031-400-4168
2,ERICA,학술정보관-행정/예산/전산,031-400-4244
2,ERICA,학술정보관-시설/기자재,031-400-4245
2,ERICA,학술정보관-수서/기증/자료정리,031-400-4248
2,ERICA,학술정보관-연속간행물/참고도서,031-400-4264
2,ERICA,학술정보관-홍보/행사,031-400-4249
2,ERICA,학술정보관-자료대출/예약,031-400-4250
2,ERICA,학술정보관-자료반납/상호대차/야간,031-400-4251
2,ERICA,학술정보관-전자저널/전자책,031-400-4253
2,ERICA,학술정보관-교육/연구지원,031-400-4258
2,ERICA,학술정보관-교육/리포지터리,031-400-4256
2,ERICA,사회교육원-기획/행정/예산,031-400-5846
2,ERICA,사회교육원-학점은행제/골프/컴퓨터,031-400-5845
2,ERICA,사회교육원-스포츠/자격증/전문가/외국어/한류,031-400-5843
2,ERICA,사회교육원-실용음악/홍보/홈페이지/시설,031-400-5850
2,ERICA,사회교육원-근로학생,031-400-5844
2,ERICA,국제교육원-행정/예산/외국어과정,031-400-5841
2,ERICA,국제교육원-한국어과정/기타국적,031-400-5842
2,ERICA,국제교육원-한국어과정/중국국적,031-400-5847
2,ERICA,국제교육원-외국어상담실,031-400-5833
2,ERICA,창의인재원-행정팀,031-400-4374
2,ERICA,창의인재원-인재관,031-400-4375
2,ERICA,창의인재원-창의동관,031-400-4378
2,ERICA,창의인재원-창의서관,031-400-4379
2,ERICA,창의인재원-행복관,031-400-4382
